date,model,model_rmse_kw,seven_day_rmse_kw,rmse_difference_model_minus_7day_kw,model_wins
2025-04-17,StructuralResidualHybrid,2103.08368285,188.70084832,1914.38283452,False
2025-04-18,StructuralResidualHybrid,2132.45414746,194.82234358,1937.63180388,False
2025-04-19,StructuralResidualHybrid,2101.80599209,235.36757256,1866.43841953,False
2025-04-20,StructuralResidualHybrid,2171.11568564,240.41061321,1930.70507243,False
2025-04-21,StructuralResidualHybrid,2359.16657383,370.79428665,1988.37228717,False
2025-04-22,StructuralResidualHybrid,2435.23882828,226.79111378,2208.44771450,False
2025-04-23,StructuralResidualHybrid,2197.91147310,267.06865121,1930.84282190,False
2025-04-24,StructuralResidualHybrid,2345.95132087,354.11676902,1991.83455185,False
2025-04-25,StructuralResidualHybrid,2321.78810019,270.53974453,2051.24835566,False
2025-04-26,StructuralResidualHybrid,2474.57240581,508.45829811,1966.11410770,False
2025-04-27,StructuralResidualHybrid,2285.41379602,249.48225690,2035.93153912,False
2025-04-28,StructuralResidualHybrid,1858.23981829,621.95285796,1236.28696033,False
2025-04-29,StructuralResidualHybrid,2305.32755291,307.93488968,1997.39266323,False
2025-04-30,StructuralResidualHybrid,2271.22989452,344.52213931,1926.70775521,False
2025-05-01,StructuralResidualHybrid,2310.60423391,231.85838084,2078.74585307,False
2025-05-02,StructuralResidualHybrid,1871.48052371,552.70918918,1318.77133453,False
2025-05-03,StructuralResidualHybrid,2376.95042087,212.32667784,2164.62374303,False
2025-05-04,StructuralResidualHybrid,2287.71873585,319.99728507,1967.72145078,False
2025-05-05,StructuralResidualHybrid,2180.01025594,327.82669927,1852.18355667,False
2025-05-06,StructuralResidualHybrid,2465.11201187,366.30955358,2098.80245829,False
2025-05-07,StructuralResidualHybrid,2439.68047891,191.30824051,2248.37223840,False
2025-05-08,StructuralResidualHybrid,2043.96721080,311.37319657,1732.59401423,False
2025-05-09,StructuralResidualHybrid,2084.26975923,225.22414438,1859.04561485,False
2025-05-10,StructuralResidualHybrid,2332.45867383,361.54430132,1970.91437250,False
2025-05-11,StructuralResidualHybrid,2296.35947902,268.26969860,2028.08978042,False
2025-05-12,StructuralResidualHybrid,2276.16232946,495.54483791,1780.61749155,False
2025-05-13,StructuralResidualHybrid,2171.66580578,157.21202884,2014.45377694,False
2025-05-14,StructuralResidualHybrid,2211.45635570,239.19020502,1972.26615068,False
2025-05-15,StructuralResidualHybrid,2189.11515836,263.72023765,1925.39492072,False
2025-05-16,StructuralResidualHybrid,2427.50529313,406.16763323,2021.33765990,False
2025-05-17,StructuralResidualHybrid,2066.06811421,351.83925726,1714.22885695,False
2025-05-18,StructuralResidualHybrid,2172.98788764,303.32519842,1869.66268922,False
2025-05-19,StructuralResidualHybrid,2486.30651271,477.67983731,2008.62667540,False
2025-05-20,StructuralResidualHybrid,2118.39599501,313.97194961,1804.42404541,False
2025-05-21,StructuralResidualHybrid,2216.83706434,385.08368826,1831.75337608,False
2025-05-22,StructuralResidualHybrid,2234.31977739,178.98508946,2055.33468793,False
2025-05-23,StructuralResidualHybrid,2225.29326959,195.50958291,2029.78368668,False
2025-05-24,StructuralResidualHybrid,2334.10390477,344.23485232,1989.86905246,False
2025-05-25,StructuralResidualHybrid,2364.51744203,255.15712627,2109.36031576,False
2025-05-26,StructuralResidualHybrid,2007.87199786,446.36740255,1561.50459531,False
2025-05-27,StructuralResidualHybrid,2403.20380973,249.98904661,2153.21476312,False
2025-05-28,StructuralResidualHybrid,2159.66410631,412.37411150,1747.28999481,False
2025-05-29,StructuralResidualHybrid,2409.30004793,320.96144855,2088.33859938,False
2025-05-30,StructuralResidualHybrid,2455.93990562,338.35584457,2117.58406105,False
2025-05-31,StructuralResidualHybrid,2077.10507977,308.21699605,1768.88808371,False
2025-06-01,StructuralResidualHybrid,2311.02768464,828.65733855,1482.37034608,False
2025-06-02,StructuralResidualHybrid,1865.47871195,573.16913100,1292.30958094,False
2025-06-03,StructuralResidualHybrid,1816.28206349,379.28780308,1436.99426041,False
2025-06-04,StructuralResidualHybrid,1803.35750386,435.01046681,1368.34703705,False
2025-06-05,StructuralResidualHybrid,1752.02453430,384.17033328,1367.85420102,False
2025-06-06,StructuralResidualHybrid,2120.42553089,615.59290347,1504.83262743,False
2025-06-07,StructuralResidualHybrid,1549.91089928,492.78890190,1057.12199738,False
2025-06-08,StructuralResidualHybrid,2126.30300351,515.41364098,1610.88936253,False
2025-06-09,StructuralResidualHybrid,1866.37370131,253.08762382,1613.28607749,False
2025-06-10,StructuralResidualHybrid,1781.26005737,250.88331465,1530.37674273,False
2025-06-11,StructuralResidualHybrid,1597.54070938,396.97502270,1200.56568668,False
2025-06-12,StructuralResidualHybrid,1741.84179208,179.72354462,1562.11824747,False
2025-06-13,StructuralResidualHybrid,1660.21811410,341.66584018,1318.55227393,False
2025-06-14,StructuralResidualHybrid,1957.68242511,288.41662377,1669.26580134,False
2025-06-15,StructuralResidualHybrid,1757.47524291,251.08401785,1506.39122507,False
2025-06-16,StructuralResidualHybrid,1739.67199959,212.10015062,1527.57184897,False
2025-06-17,StructuralResidualHybrid,1652.35732455,384.59975239,1267.75757216,False
2025-06-18,StructuralResidualHybrid,1790.63992089,220.61935078,1570.02057011,False
2025-06-19,StructuralResidualHybrid,1959.13829214,427.66011335,1531.47817878,False
2025-06-20,StructuralResidualHybrid,1930.60227800,255.02922311,1675.57305490,False
2025-06-21,StructuralResidualHybrid,2111.16380515,550.71241801,1560.45138714,False
2025-06-22,StructuralResidualHybrid,1930.30331224,299.24300203,1631.06031021,False
2025-06-23,StructuralResidualHybrid,1967.05703084,246.84925397,1720.20777687,False
2025-06-24,StructuralResidualHybrid,1498.07514726,543.17535761,954.89978965,False
2025-06-25,StructuralResidualHybrid,1920.91763025,355.41046411,1565.50716613,False
2025-06-26,StructuralResidualHybrid,1889.51729600,310.86529481,1578.65200119,False
2025-06-27,StructuralResidualHybrid,2125.08739500,271.50172927,1853.58566573,False
2025-06-28,StructuralResidualHybrid,1931.66476823,344.49876465,1587.16600358,False
2025-06-29,StructuralResidualHybrid,2066.89378214,307.48519854,1759.40858361,False
2025-06-30,StructuralResidualHybrid,2012.09553790,272.56727568,1739.52826222,False
2025-07-01,StructuralResidualHybrid,2070.69111780,407.88935048,1662.80176732,False
2025-07-02,StructuralResidualHybrid,2383.34702852,641.72694077,1741.62008775,False
2025-07-03,StructuralResidualHybrid,1976.72402986,208.73447334,1767.98955652,False
2025-07-04,StructuralResidualHybrid,2248.64513216,511.78625920,1736.85887296,False
2025-07-05,StructuralResidualHybrid,2301.46723537,441.39441197,1860.07282340,False
2025-07-06,StructuralResidualHybrid,1973.23933988,325.06542830,1648.17391158,False
2025-07-07,StructuralResidualHybrid,2229.39697870,332.85850155,1896.53847715,False
2025-07-08,StructuralResidualHybrid,2171.78590642,339.41650783,1832.36939859,False
2025-07-09,StructuralResidualHybrid,2156.00292477,259.73748174,1896.26544303,False
2025-07-10,StructuralResidualHybrid,2225.43606260,248.05253027,1977.38353233,False
2025-07-11,StructuralResidualHybrid,1916.30088544,470.60733596,1445.69354948,False
2025-07-12,StructuralResidualHybrid,2279.53450060,218.08518073,2061.44931987,False
2025-07-13,StructuralResidualHybrid,2405.78634829,452.10517926,1953.68116904,False
2025-07-14,StructuralResidualHybrid,2400.41066702,259.87138186,2140.53928516,False
2025-07-15,StructuralResidualHybrid,2180.78666933,441.05015609,1739.73651323,False
2025-07-16,StructuralResidualHybrid,2236.19509678,258.61998155,1977.57511523,False
2025-07-17,StructuralResidualHybrid,2176.00390191,232.38864017,1943.61526174,False
2025-07-18,StructuralResidualHybrid,1912.86081503,378.83290246,1534.02791257,False
2025-07-19,StructuralResidualHybrid,2136.48612518,213.47976591,1923.00635928,False
2025-07-20,StructuralResidualHybrid,2130.96226250,202.63003711,1928.33222539,False
2025-07-21,StructuralResidualHybrid,2074.21376790,258.36271121,1815.85105670,False
2025-07-22,StructuralResidualHybrid,2100.35721289,348.72278588,1751.63442701,False
2025-07-23,StructuralResidualHybrid,2105.25847181,267.37214084,1837.88633098,False
2025-07-24,StructuralResidualHybrid,2109.68010580,344.74159138,1764.93851442,False
2025-07-25,StructuralResidualHybrid,2117.65392122,181.72565878,1935.92826244,False
2025-07-26,StructuralResidualHybrid,2068.57564083,260.10592878,1808.46971205,False
2025-07-27,StructuralResidualHybrid,2075.03868595,269.53567299,1805.50301295,False
2025-07-28,StructuralResidualHybrid,2287.20486406,400.05699683,1887.14786723,False
2025-07-29,StructuralResidualHybrid,1918.71760975,344.25978423,1574.45782552,False
2025-07-30,StructuralResidualHybrid,2273.68514785,307.41564310,1966.26950475,False
2025-07-31,StructuralResidualHybrid,2287.73327185,202.70822834,2085.02504351,False
2025-08-01,StructuralResidualHybrid,2439.41271915,534.64886783,1904.76385132,False
2025-08-02,StructuralResidualHybrid,2440.03561817,488.17103580,1951.86458238,False
2025-08-03,StructuralResidualHybrid,2668.21258982,684.67786856,1983.53472127,False
2025-08-04,StructuralResidualHybrid,2512.91990416,448.09131478,2064.82858938,False
2025-08-05,StructuralResidualHybrid,2362.22398855,258.84936711,2103.37462144,False
2025-08-06,StructuralResidualHybrid,2229.83737437,340.62193225,1889.21544213,False
2025-08-07,StructuralResidualHybrid,2445.21822143,288.39606973,2156.82215170,False
2025-08-08,StructuralResidualHybrid,2525.96636717,343.03287918,2182.93348798,False
2025-08-09,StructuralResidualHybrid,2634.94624151,271.42533096,2363.52091055,False
2025-08-10,StructuralResidualHybrid,2323.00186684,320.01638697,2002.98547987,False
2025-08-11,StructuralResidualHybrid,2361.99981541,245.29907174,2116.70074367,False
2025-08-12,StructuralResidualHybrid,2172.14689837,327.25673492,1844.89016345,False
2025-08-13,StructuralResidualHybrid,2139.64283194,266.09797782,1873.54485412,False
2025-08-14,StructuralResidualHybrid,2285.04020272,242.39440988,2042.64579285,False
2025-08-15,StructuralResidualHybrid,2434.30069379,240.69330478,2193.60738901,False
2025-08-16,StructuralResidualHybrid,2446.22376760,301.17406083,2145.04970677,False
2025-08-17,StructuralResidualHybrid,2450.82873720,257.62693949,2193.20179771,False
2025-08-18,StructuralResidualHybrid,2359.72926579,249.99568922,2109.73357657,False
2025-08-19,StructuralResidualHybrid,2585.45016779,213.52559455,2371.92457324,False
2025-08-20,StructuralResidualHybrid,2040.83394141,545.81747948,1495.01646194,False
2025-08-21,StructuralResidualHybrid,2201.66198026,296.18734004,1905.47464022,False
2025-08-22,StructuralResidualHybrid,2258.25294064,271.78403985,1986.46890080,False
2025-08-23,StructuralResidualHybrid,2150.03274354,311.65757758,1838.37516595,False
2025-08-24,StructuralResidualHybrid,2420.59187427,377.93087583,2042.66099844,False
2025-08-25,StructuralResidualHybrid,2061.44368120,421.94533783,1639.49834337,False
2025-08-26,StructuralResidualHybrid,2313.09327776,275.97766976,2037.11560800,False
2025-08-27,StructuralResidualHybrid,2180.02644784,262.37555280,1917.65089504,False
2025-08-28,StructuralResidualHybrid,2018.91256538,494.20124372,1524.71132165,False
2025-08-29,StructuralResidualHybrid,2470.16659933,228.14853826,2242.01806107,False
2025-08-30,StructuralResidualHybrid,2418.71375108,417.06431470,2001.64943638,False
2025-08-31,StructuralResidualHybrid,2220.14290089,217.40830508,2002.73459581,False
2025-09-01,StructuralResidualHybrid,2448.88597007,282.65584466,2166.23012541,False
2025-09-02,StructuralResidualHybrid,2235.20634470,225.34968761,2009.85665709,False
2025-09-03,StructuralResidualHybrid,2470.84477643,278.43471797,2192.41005846,False
2025-09-04,StructuralResidualHybrid,2324.76655359,350.05955572,1974.70699788,False
2025-09-05,StructuralResidualHybrid,2309.91464123,230.22098476,2079.69365647,False
2025-09-06,StructuralResidualHybrid,2551.28955604,413.43619911,2137.85335692,False
2025-09-07,StructuralResidualHybrid,2506.81756078,235.25092294,2271.56663784,False
2025-09-08,StructuralResidualHybrid,1980.45249499,440.72670472,1539.72579026,False
2025-09-09,StructuralResidualHybrid,2344.79195325,331.95710936,2012.83484389,False
2025-09-10,StructuralResidualHybrid,1951.53172133,480.11002597,1471.42169536,False
2025-09-11,StructuralResidualHybrid,2479.97639343,298.64240348,2181.33398995,False
2025-09-12,StructuralResidualHybrid,2149.56026053,213.23093505,1936.32932547,False
2025-09-13,StructuralResidualHybrid,2374.45821260,365.47714816,2008.98106444,False
2025-09-14,StructuralResidualHybrid,2016.69009122,319.28124718,1697.40884405,False
2025-09-15,StructuralResidualHybrid,2510.35742527,315.76447277,2194.59295250,False
2025-09-16,StructuralResidualHybrid,2060.37615780,289.51766946,1770.85848833,False
2025-09-17,StructuralResidualHybrid,2002.32915344,305.36089567,1696.96825777,False
2025-09-18,StructuralResidualHybrid,2033.88963132,230.72643420,1803.16319712,False
2025-09-19,StructuralResidualHybrid,1938.91136656,324.42844981,1614.48291674,False
2025-09-20,StructuralResidualHybrid,2017.21985467,278.52272452,1738.69713015,False
2025-09-21,StructuralResidualHybrid,2115.68711639,284.00030741,1831.68680898,False
2025-09-22,StructuralResidualHybrid,2026.07592332,137.90086903,1888.17505430,False
2025-09-23,StructuralResidualHybrid,1960.61946785,232.43819110,1728.18127675,False
2025-09-24,StructuralResidualHybrid,2039.02202845,182.25690905,1856.76511940,False
2025-09-25,StructuralResidualHybrid,2055.70746295,161.45813938,1894.24932357,False
2025-09-26,StructuralResidualHybrid,1864.51362879,316.13473998,1548.37888882,False
2025-09-27,StructuralResidualHybrid,1991.80010706,331.34592405,1660.45418301,False
2025-09-28,StructuralResidualHybrid,1903.09743890,240.01203725,1663.08540165,False
2025-09-29,StructuralResidualHybrid,1952.10180473,127.89177134,1824.21003338,False
2025-09-30,StructuralResidualHybrid,1862.25315834,286.30892606,1575.94423228,False
2025-10-01,StructuralResidualHybrid,2520.68472179,745.02036855,1775.66435324,False
2025-10-02,StructuralResidualHybrid,2387.12646988,478.21738997,1908.90907990,False
2025-10-03,StructuralResidualHybrid,2279.84782736,322.13735145,1957.71047591,False
2025-10-04,StructuralResidualHybrid,2373.41248749,164.15956529,2209.25292220,False
2025-10-05,StructuralResidualHybrid,2180.19169239,175.98976822,2004.20192417,False
2025-10-06,StructuralResidualHybrid,2069.19818220,187.96936987,1881.22881232,False
2025-10-07,StructuralResidualHybrid,2011.11818722,211.62916677,1799.48902045,False
2025-10-08,StructuralResidualHybrid,2432.08224056,270.34882877,2161.73341179,False
2025-10-09,StructuralResidualHybrid,2138.04049445,213.62104958,1924.41944487,False
2025-10-10,StructuralResidualHybrid,2239.68932307,307.59527955,1932.09404352,False
2025-10-11,StructuralResidualHybrid,1968.47051336,258.28377796,1710.18673540,False
2025-10-12,StructuralResidualHybrid,2353.73838313,224.83958412,2128.89879901,False
2025-10-13,StructuralResidualHybrid,2113.29833959,213.76840118,1899.52993841,False
2025-10-14,StructuralResidualHybrid,1980.13984300,226.34592822,1753.79391478,False
2025-10-15,StructuralResidualHybrid,1861.24883660,358.69627710,1502.55255950,False
2025-10-16,StructuralResidualHybrid,1896.42661099,370.18504198,1526.24156900,False
2025-10-17,StructuralResidualHybrid,1918.61223766,217.84736567,1700.76487199,False
2025-10-18,StructuralResidualHybrid,1931.27642961,196.57636993,1734.70005968,False
2025-10-19,StructuralResidualHybrid,1893.64747296,259.65394782,1633.99352514,False
2025-10-20,StructuralResidualHybrid,1830.24410148,291.44872552,1538.79537596,False
2025-10-21,StructuralResidualHybrid,1737.85187914,308.05948002,1429.79239913,False
2025-10-22,StructuralResidualHybrid,1798.09833969,313.52381450,1484.57452519,False
2025-10-23,StructuralResidualHybrid,2193.17160557,201.85561703,1991.31598854,False
2025-10-24,StructuralResidualHybrid,1910.15452056,136.06727875,1774.08724181,False
2025-10-25,StructuralResidualHybrid,1828.71743707,159.72635173,1668.99108534,False
2025-10-26,StructuralResidualHybrid,1845.97921518,139.42700257,1706.55221261,False
2025-10-27,StructuralResidualHybrid,2005.44275041,354.23405464,1651.20869577,False
2025-10-28,StructuralResidualHybrid,1839.17921034,172.62632769,1666.55288265,False
2025-10-29,StructuralResidualHybrid,1643.82360434,364.86818172,1278.95542262,False
2025-10-30,StructuralResidualHybrid,1857.87538154,147.96350136,1709.91188019,False
2025-10-31,StructuralResidualHybrid,1664.89145299,339.24639798,1325.64505501,False
2025-11-01,StructuralResidualHybrid,1736.47574897,155.61752430,1580.85822468,False
2025-11-02,StructuralResidualHybrid,1718.51774415,179.58350861,1538.93423554,False
2025-11-03,StructuralResidualHybrid,2024.63086027,270.10112896,1754.52973131,False
2025-11-04,StructuralResidualHybrid,1762.53484198,201.83832410,1560.69651789,False
2025-11-05,StructuralResidualHybrid,1690.91128668,130.57890726,1560.33237942,False
2025-11-06,StructuralResidualHybrid,1606.48797501,299.23706928,1307.25090573,False
2025-11-07,StructuralResidualHybrid,1981.85806588,283.84384972,1698.01421616,False
2025-11-08,StructuralResidualHybrid,1996.04763714,97.67223763,1898.37539951,False
2025-11-09,StructuralResidualHybrid,1640.31320853,207.66442511,1432.64878342,False
2025-11-10,StructuralResidualHybrid,1574.28581026,258.95937000,1315.32644026,False
2025-11-11,StructuralResidualHybrid,1639.24823858,131.96383945,1507.28439913,False
2025-11-12,StructuralResidualHybrid,1663.92950129,174.62280987,1489.30669142,False
2025-11-13,StructuralResidualHybrid,1607.06705341,258.32699325,1348.74006016,False
2025-11-14,StructuralResidualHybrid,1547.98456915,219.08339674,1328.90117241,False
2025-11-15,StructuralResidualHybrid,1555.17343387,144.84090833,1410.33252554,False
2025-11-16,StructuralResidualHybrid,1532.39306183,210.87803085,1321.51503098,False
2025-11-17,StructuralResidualHybrid,1593.27184764,134.51895250,1458.75289514,False
2025-11-18,StructuralResidualHybrid,1510.49804299,239.88698925,1270.61105374,False
2025-11-19,StructuralResidualHybrid,1517.91298482,167.85902474,1350.05396008,False
2025-11-20,StructuralResidualHybrid,1840.57684833,170.22928182,1670.34756652,False
2025-11-21,StructuralResidualHybrid,1557.01354257,138.14849585,1418.86504672,False
2025-11-22,StructuralResidualHybrid,1506.45802032,132.22462856,1374.23339177,False
2025-11-23,StructuralResidualHybrid,1518.31665353,240.58165472,1277.73499881,False
2025-11-24,StructuralResidualHybrid,1808.48734963,179.76997869,1628.71737094,False
2025-11-25,StructuralResidualHybrid,1487.86225090,150.04770408,1337.81454681,False
2025-11-26,StructuralResidualHybrid,1440.85699995,161.29580379,1279.56119617,False
2025-11-27,StructuralResidualHybrid,1737.90077819,157.91512494,1579.98565325,False
2025-11-28,StructuralResidualHybrid,1467.72009534,115.98614909,1351.73394625,False
2025-11-29,StructuralResidualHybrid,1314.31245467,402.02866483,912.28378984,False
2025-11-30,StructuralResidualHybrid,1321.62633016,270.43313711,1051.19319305,False
2025-12-01,StructuralResidualHybrid,1397.52103373,202.88320411,1194.63782963,False
2025-12-02,StructuralResidualHybrid,1292.27591998,250.00906418,1042.26685580,False
2025-12-03,StructuralResidualHybrid,1354.00305681,198.10033736,1155.90271946,False
2025-12-04,StructuralResidualHybrid,1398.99300589,130.95368613,1268.03931976,False
2025-12-05,StructuralResidualHybrid,1365.32842777,147.30738234,1218.02104543,False
2025-12-06,StructuralResidualHybrid,1262.94369520,208.34704836,1054.59664684,False
2025-12-07,StructuralResidualHybrid,1350.20928394,110.97376679,1239.23551715,False
2025-12-08,StructuralResidualHybrid,1318.71680531,167.03061888,1151.68618644,False
2025-12-09,StructuralResidualHybrid,1388.84131783,158.84708953,1229.99422830,False
2025-12-10,StructuralResidualHybrid,1291.17470442,173.20646494,1117.96823948,False
2025-12-11,StructuralResidualHybrid,1366.19872942,148.82223678,1217.37649264,False
2025-12-12,StructuralResidualHybrid,1245.36487371,237.69781949,1007.66705423,False
2025-12-13,StructuralResidualHybrid,1244.94913186,166.28881055,1078.66032131,False
2025-12-14,StructuralResidualHybrid,1526.68580011,108.72037709,1417.96542301,False
2025-12-15,StructuralResidualHybrid,1238.11817937,172.46151904,1065.65666033,False
2025-12-16,StructuralResidualHybrid,1516.60061204,127.65533577,1388.94527627,False
2025-12-17,StructuralResidualHybrid,1542.58921806,99.96078782,1442.62843024,False
2025-12-18,StructuralResidualHybrid,1360.49874644,224.74556641,1135.75318003,False
2025-12-19,StructuralResidualHybrid,1310.78547425,159.93396816,1150.85150609,False
2025-12-20,StructuralResidualHybrid,1321.79718780,133.55501124,1188.24217655,False
2025-12-21,StructuralResidualHybrid,1255.45555710,153.06674362,1102.38881348,False
2025-12-22,StructuralResidualHybrid,1304.12475517,76.00321822,1228.12153695,False
2025-12-23,StructuralResidualHybrid,1319.00273575,107.02327536,1211.97946039,False
2025-12-24,StructuralResidualHybrid,1323.36423976,150.33034409,1173.03389567,False
2025-12-25,StructuralResidualHybrid,1284.70409313,125.22251266,1159.48158048,False
2025-12-26,StructuralResidualHybrid,1303.49311646,168.56289962,1134.93021684,False
2025-12-27,StructuralResidualHybrid,1250.68212887,116.64693403,1134.03519484,False
2025-12-28,StructuralResidualHybrid,1330.45310393,152.01174568,1178.44135825,False
2025-12-29,StructuralResidualHybrid,1298.66187953,137.72769842,1160.93418111,False
2025-12-30,StructuralResidualHybrid,1372.96161515,209.15998830,1163.80162685,False
2025-12-31,StructuralResidualHybrid,1535.64194174,129.89588595,1405.74605579,False
2025-02-01,PhaseStructuralFusion,141.85847062,119.76409334,22.09437728,False
2025-02-02,PhaseStructuralFusion,243.64192064,177.50460891,66.13731172,False
2025-02-03,PhaseStructuralFusion,163.43895070,146.52044091,16.91850979,False
2025-02-04,PhaseStructuralFusion,183.02772782,197.02187096,-13.99414313,True
2025-02-05,PhaseStructuralFusion,199.87979854,176.24931468,23.63048386,False
2025-02-06,PhaseStructuralFusion,142.75874616,115.20857313,27.55017304,False
2025-02-07,PhaseStructuralFusion,329.59893156,312.45038885,17.14854271,False
2025-02-08,PhaseStructuralFusion,258.46623909,231.31417005,27.15206904,False
2025-02-09,PhaseStructuralFusion,286.98285913,200.68029961,86.30255951,False
2025-02-10,PhaseStructuralFusion,424.87687995,367.86382576,57.01305420,False
2025-02-11,PhaseStructuralFusion,203.78325551,230.96196840,-27.17871289,True
2025-02-12,PhaseStructuralFusion,249.06988269,220.42664055,28.64324213,False
2025-02-13,PhaseStructuralFusion,411.93182767,399.02386744,12.90796023,False
2025-02-14,PhaseStructuralFusion,266.18726548,208.21040215,57.97686333,False
2025-02-15,PhaseStructuralFusion,144.37182548,158.52980497,-14.15797949,True
2025-02-16,PhaseStructuralFusion,157.33350271,205.95852699,-48.62502427,True
2025-02-17,PhaseStructuralFusion,267.99471379,225.21119996,42.78351383,False
2025-02-18,PhaseStructuralFusion,178.57891822,190.15489976,-11.57598154,True
2025-02-19,PhaseStructuralFusion,184.02613420,215.90623221,-31.88009801,True
2025-02-20,PhaseStructuralFusion,252.03349638,201.29304879,50.74044759,False
2025-02-21,PhaseStructuralFusion,188.43364085,164.92613549,23.50750536,False
2025-02-22,PhaseStructuralFusion,151.31352721,131.84323270,19.47029451,False
2025-02-23,PhaseStructuralFusion,252.75768839,196.92805245,55.82963594,False
2025-02-24,PhaseStructuralFusion,263.12194992,242.70068481,20.42126511,False
2025-02-25,PhaseStructuralFusion,318.89241829,403.19226991,-84.29985162,True
2025-02-26,PhaseStructuralFusion,183.00910977,211.48351003,-28.47440026,True
2025-02-27,PhaseStructuralFusion,324.09636269,291.71884648,32.37751621,False
2025-02-28,PhaseStructuralFusion,286.66912288,201.58792349,85.08119939,False
2025-03-01,PhaseStructuralFusion,293.87828448,352.24872022,-58.37043574,True
2025-03-02,PhaseStructuralFusion,446.78551518,570.63664073,-123.85112554,True
2025-03-03,PhaseStructuralFusion,295.39470181,413.68740792,-118.29270611,True
2025-03-04,PhaseStructuralFusion,236.55758846,223.51803877,13.03954969,False
2025-03-05,PhaseStructuralFusion,239.12588463,231.74642096,7.37946368,False
2025-03-06,PhaseStructuralFusion,213.34003589,189.70110172,23.63893418,False
2025-03-07,PhaseStructuralFusion,203.90344577,225.07149008,-21.16804431,True
2025-03-08,PhaseStructuralFusion,252.71684677,288.95901035,-36.24216358,True
2025-03-09,PhaseStructuralFusion,415.58766351,383.76673123,31.82093228,False
2025-03-10,PhaseStructuralFusion,316.10815836,278.49340630,37.61475205,False
2025-03-11,PhaseStructuralFusion,398.14543023,258.91919409,139.22623614,False
2025-03-12,PhaseStructuralFusion,228.11822318,270.94654608,-42.82832290,True
2025-03-13,PhaseStructuralFusion,465.21080078,391.70174047,73.50906031,False
2025-03-14,PhaseStructuralFusion,472.40817869,312.47847821,159.92970047,False
2025-03-15,PhaseStructuralFusion,463.35222833,324.03027527,139.32195306,False
2025-03-16,PhaseStructuralFusion,393.65686919,284.10059425,109.55627494,False
2025-03-17,PhaseStructuralFusion,516.66480462,472.48451116,44.18029346,False
2025-03-18,PhaseStructuralFusion,309.46752115,249.96494047,59.50258068,False
2025-03-19,PhaseStructuralFusion,199.47788564,303.87436447,-104.39647883,True
2025-03-20,PhaseStructuralFusion,181.53120328,145.24049844,36.29070484,False
2025-03-21,PhaseStructuralFusion,367.94595145,348.96980727,18.97614418,False
2025-03-22,PhaseStructuralFusion,245.36533804,188.70776123,56.65757681,False
2025-03-23,PhaseStructuralFusion,410.81410184,320.92831714,89.88578470,False
2025-03-24,PhaseStructuralFusion,300.15108295,222.14105349,78.01002946,False
2025-03-25,PhaseStructuralFusion,292.34170321,241.79692109,50.54478212,False
2025-03-26,PhaseStructuralFusion,441.07549553,368.06384162,73.01165391,False
2025-03-27,PhaseStructuralFusion,197.06203850,191.79821140,5.26382710,False
2025-03-28,PhaseStructuralFusion,188.37379841,190.56428131,-2.19048290,True
2025-03-29,PhaseStructuralFusion,416.92243563,390.40030711,26.52212851,False
2025-03-30,PhaseStructuralFusion,297.51136029,240.32513496,57.18622533,False
2025-03-31,PhaseStructuralFusion,331.61050389,328.53641520,3.07408869,False
2025-04-01,PhaseStructuralFusion,313.26061849,471.82793908,-158.56732059,True
2025-04-02,PhaseStructuralFusion,409.37262704,473.46006270,-64.08743566,True
2025-04-03,PhaseStructuralFusion,411.82206136,265.66685539,146.15520597,False
2025-04-04,PhaseStructuralFusion,332.40523336,369.86793062,-37.46269726,True
2025-04-05,PhaseStructuralFusion,434.43696624,243.64543435,190.79153188,False
2025-04-06,PhaseStructuralFusion,215.65987473,195.99680403,19.66307070,False
2025-04-07,PhaseStructuralFusion,284.16496311,392.96410926,-108.79914615,True
2025-04-08,PhaseStructuralFusion,496.27340784,292.51752907,203.75587877,False
2025-04-09,PhaseStructuralFusion,363.31143587,366.51431732,-3.20288145,True
2025-04-10,PhaseStructuralFusion,360.48810995,275.71325299,84.77485696,False
2025-04-11,PhaseStructuralFusion,268.55923483,347.92994018,-79.37070535,True
2025-04-12,PhaseStructuralFusion,324.88256984,265.73576163,59.14680821,False
2025-04-13,PhaseStructuralFusion,240.97301267,211.67298577,29.30002690,False
2025-04-14,PhaseStructuralFusion,279.23732797,223.64838583,55.58894214,False
2025-04-15,PhaseStructuralFusion,409.83306315,413.77219375,-3.93913060,True
2025-04-16,PhaseStructuralFusion,324.52940478,243.16963764,81.35976714,False
2025-04-17,PhaseStructuralFusion,275.24183618,188.70084832,86.54098785,False
2025-04-18,PhaseStructuralFusion,222.39583871,194.82234358,27.57349514,False
2025-04-19,PhaseStructuralFusion,262.97479002,235.36757256,27.60721746,False
2025-04-20,PhaseStructuralFusion,269.70033418,240.41061321,29.28972097,False
2025-04-21,PhaseStructuralFusion,378.60677162,370.79428665,7.81248496,False
2025-04-22,PhaseStructuralFusion,336.97025997,226.79111378,110.17914619,False
2025-04-23,PhaseStructuralFusion,258.89979662,267.06865121,-8.16885458,True
2025-04-24,PhaseStructuralFusion,415.50290268,354.11676902,61.38613366,False
2025-04-25,PhaseStructuralFusion,256.64793129,270.53974453,-13.89181324,True
