date,variable,model,count,mae_kw,rmse_kw,bias_kw
2025-02-08,generation,Seasonal,144,133.96137969,258.46623909,-37.61902691
2025-02-08,generation,Low-Rank rank 1,144,2437.30261992,2613.19704545,645.00722187
2025-02-08,generation,Low-Rank rank 3,144,2107.51484786,2556.80971005,-407.66529522
2025-02-08,generation,Low-Rank rank 5,144,2188.13927532,2527.90734627,-118.79127432
2025-02-08,generation,Seasonal + Low-Rank,144,133.96137969,258.46623909,-37.61902691
2025-02-09,generation,Yesterday,144,157.14979028,341.07560425,90.71405000
2025-02-09,generation,Last Week,144,153.98690972,264.45966670,56.55029583
2025-02-09,generation,7-day mean,144,108.63029504,200.68029961,23.38496369
2025-02-09,generation,Seasonal,144,141.77995076,286.98285913,75.34036062
2025-02-09,generation,Low-Rank rank 1,144,1893.48691022,2472.84489985,-819.67230709
2025-02-09,generation,Low-Rank rank 3,144,2128.02561601,2336.02723514,113.84947367
2025-02-09,generation,Low-Rank rank 5,144,2059.62223136,2335.93362872,-132.32988458
2025-02-09,generation,Seasonal + Low-Rank,144,141.77995076,286.98285913,75.34036062
2025-02-10,generation,Yesterday,144,231.36322361,465.32844667,-214.93497222
2025-02-10,generation,Last Week,144,205.17416111,395.72167783,-198.50310139
2025-02-10,generation,7-day mean,144,199.73764167,367.86382576,-199.62862222
2025-02-10,generation,Seasonal,144,212.33967396,424.87687995,-207.54063035
2025-02-10,generation,Low-Rank rank 1,144,2115.91344194,2860.11950593,-984.67135677
2025-02-10,generation,Low-Rank rank 3,144,2336.46792112,2690.10091521,-118.95021440
2025-02-10,generation,Low-Rank rank 5,144,2288.61414668,2701.47563562,-284.53761802
2025-02-10,generation,Seasonal + Low-Rank,144,212.33967396,424.87687995,-207.54063035
2025-02-11,generation,Yesterday,144,101.88108958,190.23507727,38.76010208
2025-02-11,generation,Last Week,144,243.26164514,419.58809729,-243.22706597
2025-02-11,generation,7-day mean,144,132.51861300,230.96196840,-132.51093423
2025-02-11,generation,Seasonal,144,96.34777174,203.78325551,-88.13412354
2025-02-11,generation,Low-Rank rank 1,144,2062.12323573,2811.74226425,-1013.55762382
2025-02-11,generation,Low-Rank rank 3,144,2312.56266562,2623.29546513,-37.93085124
2025-02-11,generation,Low-Rank rank 5,144,2263.37484085,2630.14248787,-203.71685632
2025-02-11,generation,Seasonal + Low-Rank,144,96.34777174,203.78325551,-88.13412354
2025-02-12,generation,Yesterday,144,89.86344722,169.31712123,5.14865556
2025-02-12,generation,Last Week,144,218.33557778,423.53770775,-202.26913750
2025-02-12,generation,7-day mean,144,113.92407083,220.42664055,-92.61555496
2025-02-12,generation,Seasonal,144,131.38769389,249.06988269,-88.18935132
2025-02-12,generation,Low-Rank rank 1,144,2067.13395983,2785.10062587,-948.73038313
2025-02-12,generation,Low-Rank rank 3,144,2312.92295208,2620.22220595,3.80066121
2025-02-12,generation,Low-Rank rank 5,144,2262.05607817,2624.54397295,-167.52691656
2025-02-12,generation,Seasonal + Low-Rank,144,131.38769389,249.06988269,-88.18935132
2025-02-13,generation,Yesterday,144,164.92321597,310.52044238,-161.82033125
2025-02-13,generation,Last Week,144,333.32080069,566.46897270,-333.32080069
2025-02-13,generation,7-day mean,144,226.68636677,399.02386744,-225.54029514
2025-02-13,generation,Seasonal,144,238.99554250,411.93182767,-238.99554250
2025-02-13,generation,Low-Rank rank 1,144,2228.42749071,3016.18924505,-1088.97553336
2025-02-13,generation,Low-Rank rank 3,144,2460.64631640,2817.38653232,-139.27758425
2025-02-13,generation,Low-Rank rank 5,144,2412.05738102,2830.44022339,-313.32621180
2025-02-13,generation,Seasonal + Low-Rank,144,238.99554250,411.93182767,-238.99554250
2025-02-14,generation,Yesterday,144,195.08544583,416.82192516,162.91535694
2025-02-14,generation,Last Week,144,158.28403889,301.88789953,-71.16328611
2025-02-14,generation,7-day mean,144,108.74203214,208.21040215,-15.00768095
2025-02-14,generation,Seasonal,144,125.32408514,266.18726548,57.57996757
2025-02-14,generation,Low-Rank rank 1,144,2061.96118896,2739.60649188,-950.01668589
2025-02-14,generation,Low-Rank rank 3,144,2322.82687693,2571.04628611,83.58517701
2025-02-14,generation,Low-Rank rank 5,144,2251.24773541,2573.87863803,-164.79528975
2025-02-14,generation,Seasonal + Low-Rank,144,125.32408514,266.18726548,57.57996757
2025-02-15,generation,Yesterday,144,55.47673681,119.26667681,-29.31770903
2025-02-15,generation,Last Week,144,154.61833958,294.43765352,-108.53484792
2025-02-15,generation,7-day mean,144,83.02940089,158.52980497,-34.15920625
2025-02-15,generation,Seasonal,144,74.24695674,144.37182548,-64.96542153
2025-02-15,generation,Low-Rank rank 1,144,2550.20506432,2712.10965527,674.96522745
2025-02-15,generation,Low-Rank rank 3,144,2225.68943776,2647.21054171,-383.29563690
2025-02-15,generation,Low-Rank rank 5,144,2296.51577081,2622.74298188,-118.80240850
2025-02-15,generation,Seasonal + Low-Rank,144,74.24695674,144.37182548,-64.96542153
2025-02-16,generation,Yesterday,144,98.10573472,192.24603992,36.45262361
2025-02-16,generation,Last Week,144,163.09054514,300.71887835,-162.79627431
2025-02-16,generation,7-day mean,144,101.82026925,205.95852699,17.79839563
2025-02-16,generation,Seasonal,144,82.55723524,157.33350271,-53.20938045
2025-02-16,generation,Low-Rank rank 1,144,2073.35409228,2678.42914796,-842.61401349
2025-02-16,generation,Low-Rank rank 3,144,2308.90081740,2543.99233597,97.08540343
2025-02-16,generation,Low-Rank rank 5,144,2260.61348926,2542.57852062,-75.20121362
2025-02-16,generation,Seasonal + Low-Rank,144,82.55723524,157.33350271,-53.20938045
2025-02-17,generation,Yesterday,144,181.51779306,362.22335733,-161.53797778
2025-02-17,generation,Last Week,144,136.38757292,249.16028197,-109.39927986
2025-02-17,generation,7-day mean,144,131.59572827,225.21119996,-120.48297153
2025-02-17,generation,Seasonal,144,151.85426323,267.99471379,-138.07556372
2025-02-17,generation,Low-Rank rank 1,144,2661.31383377,2837.09092489,614.53739749
2025-02-17,generation,Low-Rank rank 3,144,2347.84924365,2799.93333062,-464.68186250
2025-02-17,generation,Low-Rank rank 5,144,2415.69660188,2769.62861777,-204.15491345
2025-02-17,generation,Seasonal + Low-Rank,144,151.85426323,267.99471379,-138.07556372
2025-02-18,generation,Yesterday,144,94.59268056,182.53454057,22.35942500
2025-02-18,generation,Last Week,144,143.28972639,266.08852883,-125.79995694
2025-02-18,generation,7-day mean,144,94.28786250,190.15489976,-82.49507798
2025-02-18,generation,Seasonal,144,95.02202611,178.57891822,-44.31229688
2025-02-18,generation,Low-Rank rank 1,144,2193.59663907,2902.10858188,-1012.52126330
2025-02-18,generation,Low-Rank rank 3,144,2431.71340709,2721.20750873,3.31189234
2025-02-18,generation,Low-Rank rank 5,144,2382.85177832,2725.97752585,-178.11575024
2025-02-18,generation,Seasonal + Low-Rank,144,95.02202611,178.57891822,-44.31229688
2025-02-19,generation,Yesterday,144,118.58472569,231.83734124,10.51736319
2025-02-19,generation,Last Week,144,129.27626319,221.38745214,-120.43124931
2025-02-19,generation,7-day mean,144,109.45394950,215.90623221,-54.00629236
2025-02-19,generation,Seasonal,144,101.00894319,184.02613420,-48.40951243
2025-02-19,generation,Low-Rank rank 1,144,2190.47132777,2909.11832567,-964.83491836
2025-02-19,generation,Low-Rank rank 3,144,2428.45997275,2745.77357065,33.13212409
2025-02-19,generation,Low-Rank rank 5,144,2378.04398675,2748.69004552,-149.86249528
2025-02-19,generation,Seasonal + Low-Rank,144,101.00894319,184.02613420,-48.40951243
2025-02-20,generation,Yesterday,144,149.69045278,282.39891658,-46.86069028
2025-02-20,generation,Last Week,144,140.39424306,273.38731530,-5.47160833
2025-02-20,generation,7-day mean,144,109.65649206,201.29304879,-83.66251845
2025-02-20,generation,Seasonal,144,131.96893694,252.03349638,-28.23560340
2025-02-20,generation,Low-Rank rank 1,144,2232.31697377,2936.85228667,-1013.46593994
2025-02-20,generation,Low-Rank rank 3,144,2477.11526950,2756.32630541,13.54695638
2025-02-20,generation,Low-Rank rank 5,144,2426.15554720,2760.85963149,-171.37731265
2025-02-20,generation,Seasonal + Low-Rank,144,131.96893694,252.03349638,-28.23560340
2025-02-21,generation,Yesterday,144,77.07409722,153.23416832,-5.40069583
2025-02-21,generation,Last Week,144,174.39791389,322.56269722,-173.78766111
2025-02-21,generation,7-day mean,144,92.45157500,164.92613549,-88.28155595
2025-02-21,generation,Seasonal,144,98.61082708,188.43364085,-81.17483021
2025-02-21,generation,Low-Rank rank 1,144,2238.04618840,2952.57433797,-1003.43330265
2025-02-21,generation,Low-Rank rank 3,144,2476.58022816,2777.23721837,9.44138250
2025-02-21,generation,Low-Rank rank 5,144,2424.43745791,2782.29165630,-181.68799131
2025-02-21,generation,Seasonal + Low-Rank,144,98.61082708,188.43364085,-81.17483021
2025-02-22,generation,Yesterday,144,118.66574514,218.02845356,100.17752569
2025-02-22,generation,Last Week,144,98.47030694,181.66582640,-44.29242639
2025-02-22,generation,7-day mean,144,72.64956161,131.84323270,36.72277847
2025-02-22,generation,Seasonal,144,78.57791878,151.31352721,35.16604726
2025-02-22,generation,Low-Rank rank 1,144,2138.26987276,2768.60485524,-886.96448571
2025-02-22,generation,Low-Rank rank 3,144,2382.19928088,2627.32362737,134.28592999
2025-02-22,generation,Low-Rank rank 5,144,2328.69862217,2623.56356735,-64.23974691
2025-02-22,generation,Seasonal + Low-Rank,144,78.57791878,151.31352721,35.16604726
2025-02-23,generation,Yesterday,144,120.39232917,221.76386282,-73.86699444
2025-02-23,generation,Last Week,144,183.50899444,335.82206342,-154.61204444
2025-02-23,generation,7-day mean,144,104.64387788,196.92805245,-30.81672649
2025-02-23,generation,Seasonal,144,142.23340410,252.75768839,-110.20226694
2025-02-23,generation,Low-Rank rank 1,144,2216.68384476,2853.84625449,-918.53929192
2025-02-23,generation,Low-Rank rank 3,144,2438.04302613,2702.34799745,34.61443515
2025-02-23,generation,Low-Rank rank 5,144,2378.78216184,2708.03080260,-191.64561847
2025-02-23,generation,Seasonal + Low-Rank,144,142.23340410,252.75768839,-110.20226694
2025-02-24,generation,Yesterday,144,167.08706319,325.02688578,-117.31948681
2025-02-24,generation,Last Week,144,118.61438264,215.57185223,-110.39355347
2025-02-24,generation,7-day mean,144,132.91126687,242.70068481,-126.04877837
2025-02-24,generation,Seasonal,144,131.57662042,263.12194992,-114.20281681
2025-02-24,generation,Low-Rank rank 1,144,2571.01521044,2890.75529999,-23.37377301
2025-02-24,generation,Low-Rank rank 3,144,2454.81995888,2926.22258772,-469.62206090
2025-02-24,generation,Low-Rank rank 5,144,2515.59221741,2898.14306132,-226.08190455
2025-02-24,generation,Seasonal + Low-Rank,144,131.57662042,263.12194992,-114.20281681
2025-02-25,generation,Yesterday,144,121.89972986,237.32628975,-118.58561319
2025-02-25,generation,Last Week,144,251.54170417,440.03271290,-251.33859167
2025-02-25,generation,7-day mean,144,228.97098393,403.19226991,-228.86388393
2025-02-25,generation,Seasonal,144,178.41585413,318.89241829,-178.32445351
2025-02-25,generation,Low-Rank rank 1,144,2434.40703028,3279.18049800,-1204.61640558
2025-02-25,generation,Low-Rank rank 3,144,2675.84342723,3055.53586570,-142.75345684
2025-02-25,generation,Low-Rank rank 5,144,2626.57923881,3068.81361071,-329.93198374
2025-02-25,generation,Seasonal + Low-Rank,144,178.41585413,318.89241829,-178.32445351
2025-02-26,generation,Yesterday,144,144.87831250,265.04994465,126.08848194
2025-02-26,generation,Last Week,144,158.69336875,309.04983216,-135.76747292
2025-02-26,generation,7-day mean,144,113.03136528,211.48351003,-66.86988889
2025-02-26,generation,Seasonal,144,105.10297934,183.00910977,8.25330226
2025-02-26,generation,Low-Rank rank 1,144,2305.74461355,3062.26795995,-1087.61904272
2025-02-26,generation,Low-Rank rank 3,144,2567.60213300,2866.04941510,31.14274375
2025-02-26,generation,Low-Rank rank 5,144,2500.30179668,2872.40193145,-218.65045327
2025-02-26,generation,Seasonal + Low-Rank,144,105.10297934,183.00910977,8.25330226
2025-02-27,generation,Yesterday,144,187.82092569,336.24697758,-58.20911042
2025-02-27,generation,Last Week,144,189.06104861,390.57847691,-147.11589306
2025-02-27,generation,7-day mean,144,144.96816032,291.71884648,-105.68364603
2025-02-27,generation,Seasonal,144,162.84477483,324.09636269,-98.21716260
2025-02-27,generation,Low-Rank rank 1,144,2372.56241486,3170.10367856,-1088.49643306
2025-02-27,generation,Low-Rank rank 3,144,2610.54652947,2978.11272111,-47.30499351
2025-02-27,generation,Low-Rank rank 5,144,2549.67641088,2989.92006045,-280.06524290
2025-02-27,generation,Seasonal + Low-Rank,144,162.84477483,324.09636269,-98.21716260
2025-02-28,generation,Yesterday,144,179.11052917,369.52871659,64.59959722
2025-02-28,generation,Last Week,144,135.30044722,255.68619869,-77.11560000
2025-02-28,generation,7-day mean,144,98.27133988,201.58792349,-20.06749266
2025-02-28,generation,Seasonal,144,148.04057854,286.66912288,0.82775847
2025-02-28,generation,Low-Rank rank 1,144,2306.58520366,3004.72692259,-1013.26092865
2025-02-28,generation,Low-Rank rank 3,144,2562.91981612,2831.66620192,82.55838867
2025-02-28,generation,Low-Rank rank 5,144,2510.42552217,2831.37618851,-108.54274795
2025-02-28,generation,Seasonal + Low-Rank,144,148.04057854,286.66912288,0.82775847
2025-03-01,generation,Yesterday,144,192.15430208,407.49675349,146.13000764
2025-03-01,generation,Last Week,144,129.09688056,227.86353268,-31.16311806
2025-03-01,generation,7-day mean,144,167.30993065,352.24872022,137.07902927
2025-03-01,generation,Seasonal,144,144.77625955,293.87828448,66.34810108
2025-03-01,generation,Low-Rank rank 1,144,2173.64733446,2777.50977595,-815.63887284
2025-03-01,generation,Low-Rank rank 3,144,2423.71407146,2662.15565477,208.51124185
2025-03-01,generation,Low-Rank rank 5,144,2361.57976210,2653.31618473,-12.14999300
2025-03-01,generation,Seasonal + Low-Rank,144,144.77625955,293.87828448,66.34810108
2025-03-02,generation,Yesterday,144,245.60621389,491.48424648,128.47017500
2025-03-02,generation,Last Week,144,230.26156528,446.71233962,171.17405139
2025-03-02,generation,7-day mean,144,286.20454593,570.63664073,270.00107827
2025-03-02,generation,Seasonal,144,222.32475306,446.78551518,147.68691937
2025-03-02,generation,Low-Rank rank 1,144,2050.17583884,2497.54888926,-625.55843228
2025-03-02,generation,Low-Rank rank 3,144,2166.83887290,2419.98811887,-95.74053476
2025-03-02,generation,Low-Rank rank 5,144,2231.46449066,2424.63293830,160.34273803
2025-03-02,generation,Seasonal + Low-Rank,144,222.32475306,446.78551518,147.68691937
2025-03-03,generation,Yesterday,144,190.51930069,353.65865443,-18.31203958
2025-03-03,generation,Last Week,144,283.56142083,500.65034614,270.18149861
2025-03-03,generation,7-day mean,144,231.90420556,413.68740792,227.23560278
2025-03-03,generation,Seasonal,144,150.48055878,295.39470181,111.51005260
2025-03-03,generation,Low-Rank rank 1,144,2071.69246051,2592.76573911,-649.45293438
2025-03-03,generation,Low-Rank rank 3,144,2303.20774479,2525.00806757,268.88869346
2025-03-03,generation,Low-Rank rank 5,144,2246.82577085,2510.78163345,72.59461316
2025-03-03,generation,Seasonal + Low-Rank,144,150.48055878,295.39470181,111.51005260
2025-03-04,generation,Yesterday,144,140.35293819,283.52927935,-124.91533681
2025-03-04,generation,Last Week,144,283.66882083,543.69875982,263.85177500
2025-03-04,generation,7-day mean,144,108.96462986,223.51803877,63.72290903
2025-03-04,generation,Seasonal,144,120.89499552,236.55758846,50.02986351
2025-03-04,generation,Low-Rank rank 1,144,2585.62416124,2753.35886550,719.35234989
2025-03-04,generation,Low-Rank rank 3,144,2288.23946413,2668.25436346,-303.89017140
2025-03-04,generation,Low-Rank rank 5,144,2355.38228179,2651.82787198,-36.32175162
2025-03-04,generation,Seasonal + Low-Rank,144,120.89499552,236.55758846,50.02986351
2025-03-05,generation,Yesterday,144,179.50545833,334.45415609,-125.14186528
2025-03-05,generation,Last Week,144,147.69278472,262.17825752,12.62142778
2025-03-05,generation,7-day mean,144,137.18088819,231.74642096,-99.11206696
2025-03-05,generation,Seasonal,144,131.49734403,239.12588463,-63.14838340
2025-03-05,generation,Low-Rank rank 1,144,2700.73517557,2874.64055852,686.03722222
2025-03-05,generation,Low-Rank rank 3,144,2398.01443214,2818.51349477,-450.52284352
2025-03-05,generation,Low-Rank rank 5,144,2458.45121180,2789.66907140,-189.35319612
2025-03-05,generation,Seasonal + Low-Rank,144,131.49734403,239.12588463,-63.14838340
2025-03-06,generation,Yesterday,144,122.03258889,209.85594839,8.75114167
2025-03-06,generation,Last Week,144,200.06683958,346.74195091,79.58167986
2025-03-06,generation,7-day mean,144,108.22979196,189.70110172,-92.16398641
2025-03-06,generation,Seasonal,144,117.95184851,213.34003589,40.62488385
2025-03-06,generation,Low-Rank rank 1,144,2263.27804995,2970.94675562,-1067.13552158
2025-03-06,generation,Low-Rank rank 3,144,2483.47362532,2775.35601278,-9.48199379
2025-03-06,generation,Low-Rank rank 5,144,2429.61463585,2783.09367168,-226.74576781
2025-03-06,generation,Seasonal + Low-Rank,144,117.95184851,213.34003589,40.62488385
2025-03-07,generation,Yesterday,144,99.23190972,187.60839342,40.61952083
2025-03-07,generation,Last Week,144,141.05237569,271.00789775,55.60160347
2025-03-07,generation,7-day mean,144,106.39351409,225.07149008,-62.91327698
2025-03-07,generation,Seasonal,144,104.88597038,203.90344577,47.36145802
2025-03-07,generation,Low-Rank rank 1,144,2226.68934437,2930.96606607,-1028.68676996
2025-03-07,generation,Low-Rank rank 3,144,2446.25435516,2746.61893776,8.41897486
2025-03-07,generation,Low-Rank rank 5,144,2401.55187528,2750.96246736,-174.23757808
2025-03-07,generation,Seasonal + Low-Rank,144,104.88597038,203.90344577,47.36145802
2025-03-08,generation,Yesterday,144,144.63034931,265.16314193,-105.14567292
2025-03-08,generation,Last Week,144,196.96625347,368.94722708,-195.67407708
2025-03-08,generation,7-day mean,144,176.00385417,288.95901035,-176.00203611
2025-03-08,generation,Seasonal,144,147.09611694,252.71684677,-145.88345479
2025-03-08,generation,Low-Rank rank 1,144,2329.59294854,3064.80327874,-1121.25519344
2025-03-08,generation,Low-Rank rank 3,144,2541.06604581,2855.65792355,-115.00531102
2025-03-08,generation,Low-Rank rank 5,144,2495.30328884,2868.58970837,-304.41067468
2025-03-08,generation,Seasonal + Low-Rank,144,147.09611694,252.71684677,-145.88345479
2025-03-09,generation,Yesterday,144,105.78508681,223.34125373,-44.91205764
2025-03-09,generation,Last Week,144,369.30187222,716.51603340,-369.05630972
2025-03-09,generation,7-day mean,144,193.12837996,383.76673123,-192.96065417
2025-03-09,generation,Seasonal,144,195.18698247,415.58766351,-190.77697108
2025-03-09,generation,Low-Rank rank 1,144,2761.30874352,2977.90972479,601.19549978
2025-03-09,generation,Low-Rank rank 3,144,2478.91325136,2957.14909206,-530.55587580
2025-03-09,generation,Low-Rank rank 5,144,2537.43901770,2921.20036259,-257.70873706
2025-03-09,generation,Seasonal + Low-Rank,144,195.18698247,415.58766351,-190.77697108
2025-03-10,generation,Yesterday,144,200.15159722,484.54296232,185.76952222
2025-03-10,generation,Last Week,144,211.97874375,346.16578405,-164.97474792
2025-03-10,generation,7-day mean,144,137.00078849,278.49340630,45.53119802
2025-03-10,generation,Seasonal,144,147.80863372,316.10815836,27.93460066
2025-03-10,generation,Low-Rank rank 1,144,2188.37486671,2774.06767781,-917.32537797
2025-03-10,generation,Low-Rank rank 3,144,2408.43882396,2621.78689951,136.70379930
2025-03-10,generation,Low-Rank rank 5,144,2357.08167806,2618.23995092,-72.33505731
2025-03-10,generation,Seasonal + Low-Rank,144,147.80863372,316.10815836,27.93460066
2025-03-11,generation,Yesterday,144,209.27142500,425.61593276,-152.48505139
2025-03-11,generation,Last Week,144,222.86572917,407.83584905,-192.54446250
2025-03-11,generation,7-day mean,144,133.16062669,258.91919409,-83.38603224
2025-03-11,generation,Seasonal,144,202.82797694,398.14543023,-170.51178639
2025-03-11,generation,Low-Rank rank 1,144,2353.00138182,3028.89090684,-984.29838433
2025-03-11,generation,Low-Rank rank 3,144,2560.09326724,2867.78306953,-23.01967352
2025-03-11,generation,Low-Rank rank 5,144,2514.37928278,2873.70641667,-205.09620270
2025-03-11,generation,Seasonal + Low-Rank,144,202.82797694,398.14543023,-170.51178639
2025-03-12,generation,Yesterday,144,102.83907917,195.12869412,-88.16950000
2025-03-12,generation,Last Week,144,188.74846111,335.77440283,-155.57209722
2025-03-12,generation,7-day mean,144,150.91760546,270.94654608,-144.04918046
2025-03-12,generation,Seasonal,144,123.67887806,228.11822318,-118.50066875
2025-03-12,generation,Low-Rank rank 1,144,2428.23890931,3187.39439064,-1139.17762667
2025-03-12,generation,Low-Rank rank 3,144,2647.65989997,2981.16313765,-87.69129252
2025-03-12,generation,Low-Rank rank 5,144,2590.35629001,2995.14534439,-317.25344510
2025-03-12,generation,Seasonal + Low-Rank,144,123.67887806,228.11822318,-118.50066875
2025-03-13,generation,Yesterday,144,272.25562708,553.12488848,207.71012986
2025-03-13,generation,Last Week,144,221.00201042,394.44550429,43.38689097
2025-03-13,generation,7-day mean,144,210.92778512,391.70174047,85.88553472
2025-03-13,generation,Seasonal,144,238.32484840,465.21080078,133.76467236
2025-03-13,generation,Low-Rank rank 1,144,2211.47425485,2771.59352686,-934.23783646
2025-03-13,generation,Low-Rank rank 3,144,2431.20958333,2614.86391288,155.38001770
2025-03-13,generation,Low-Rank rank 5,144,2386.34404654,2609.36902091,-32.17023562
2025-03-13,generation,Seasonal + Low-Rank,144,238.32484840,465.21080078,133.76467236
2025-03-14,generation,Yesterday,144,306.47669861,619.87708104,-224.49099722
2025-03-14,generation,Last Week,144,222.34772569,383.35606663,-221.72362708
2025-03-14,generation,7-day mean,144,166.83241597,312.47847821,-144.80358978
2025-03-14,generation,Seasonal,144,246.17405247,472.40817869,-223.24568066
2025-03-14,generation,Low-Rank rank 1,144,2814.94469049,3053.89318359,527.42994467
2025-03-14,generation,Low-Rank rank 3,144,2553.16405314,3040.17867782,-497.81422843
2025-03-14,generation,Low-Rank rank 5,144,2597.39879372,3014.46767283,-293.65947902
2025-03-14,generation,Seasonal + Low-Rank,144,246.17405247,472.40817869,-223.24568066
2025-03-15,generation,Yesterday,144,270.70012778,568.91955648,178.27443056
2025-03-15,generation,Last Week,144,189.48257222,354.69245361,61.69647639
2025-03-15,generation,7-day mean,144,165.70442242,324.03027527,65.14564464
2025-03-15,generation,Seasonal,144,223.27882437,463.35222833,125.81435118
2025-03-15,generation,Low-Rank rank 1,144,2255.80808552,2852.49180644,-971.80669851
2025-03-15,generation,Low-Rank rank 3,144,2479.74007229,2684.07591953,132.77775681
2025-03-15,generation,Low-Rank rank 5,144,2432.71155073,2680.64517192,-55.82737380
2025-03-15,generation,Seasonal + Low-Rank,144,223.27882437,463.35222833,125.81435118
2025-03-16,generation,Yesterday,144,236.49630347,494.69131566,-117.97135069
2025-03-16,generation,Last Week,144,179.13911806,381.71500341,-11.36281667
2025-03-16,generation,7-day mean,144,141.13674673,284.10059425,-61.63948839
2025-03-16,generation,Seasonal,144,190.71157281,393.65686919,-69.99751038
2025-03-16,generation,Low-Rank rank 1,144,2392.40977788,3075.15539683,-1001.78245470
2025-03-16,generation,Low-Rank rank 3,144,2508.54466721,2936.35988480,-410.63725779
2025-03-16,generation,Low-Rank rank 5,144,2561.90567925,2914.06549975,-179.82858185
2025-03-16,generation,Seasonal + Low-Rank,144,190.71157281,393.65686919,-69.99751038
2025-03-17,generation,Yesterday,144,217.67172153,376.43519977,-216.80505486
2025-03-17,generation,Last Week,144,414.33146875,743.35392196,-413.93739375
2025-03-17,generation,7-day mean,144,276.82647917,472.48451116,-276.82128373
2025-03-17,generation,Seasonal,144,305.53097299,516.66480462,-305.51460736
2025-03-17,generation,Low-Rank rank 1,144,2586.25427577,3393.53879829,-1268.27510951
2025-03-17,generation,Low-Rank rank 3,144,2783.48382699,3158.41007639,-221.50002929
2025-03-17,generation,Low-Rank rank 5,144,2746.01053526,3173.03845311,-385.82344688
2025-03-17,generation,Seasonal + Low-Rank,144,305.53097299,516.66480462,-305.51460736
2025-03-18,generation,Yesterday,144,201.72084375,400.83565356,154.50104792
2025-03-18,generation,Last Week,144,199.26650000,345.68056939,-106.95129444
2025-03-18,generation,7-day mean,144,147.19476647,249.96494047,-63.18632242
2025-03-18,generation,Seasonal,144,151.04157885,309.46752115,36.84749385
2025-03-18,generation,Low-Rank rank 1,144,2426.50129303,3168.75056980,-1138.65065465
2025-03-18,generation,Low-Rank rank 3,144,2607.66252246,2961.67008252,-181.54682299
2025-03-18,generation,Low-Rank rank 5,144,2611.08738858,2960.83812964,-167.18653373
2025-03-18,generation,Seasonal + Low-Rank,144,151.04157885,309.46752115,36.84749385
2025-03-19,generation,Yesterday,144,90.13300556,184.90962361,-70.35926389
2025-03-19,generation,Last Week,144,182.71900833,290.69472740,-89.14105833
2025-03-19,generation,7-day mean,144,174.78231964,303.87436447,-118.26682996
2025-03-19,generation,Seasonal,144,117.90582993,199.47788564,-78.81107139
2025-03-19,generation,Low-Rank rank 1,144,2929.33169391,3151.81861199,753.08293891
2025-03-19,generation,Low-Rank rank 3,144,2609.82756298,3091.32775854,-490.88675698
2025-03-19,generation,Low-Rank rank 5,144,2664.18387469,3061.52167735,-232.69638486
2025-03-19,generation,Seasonal + Low-Rank,144,117.90582993,199.47788564,-78.81107139
2025-03-20,generation,Yesterday,144,160.65061111,306.31712646,99.02781806
2025-03-20,generation,Last Week,144,219.40773125,445.22302555,-197.82337014
2025-03-20,generation,7-day mean,144,82.01601548,145.24049844,-6.50457500
2025-03-20,generation,Seasonal,144,95.78307358,181.53120328,-34.55521663
2025-03-20,generation,Low-Rank rank 1,144,2789.91353506,2981.68502448,650.17995870
2025-03-20,generation,Low-Rank rank 3,144,2537.45861693,2919.77564580,-318.78019955
2025-03-20,generation,Low-Rank rank 5,144,2583.56796158,2905.28784433,-110.24679228
2025-03-20,generation,Seasonal + Low-Rank,144,95.78307358,181.53120328,-34.55521663
2025-03-21,generation,Yesterday,144,228.71418125,417.20600806,-213.36032431
2025-03-21,generation,Last Week,144,211.58035139,358.25688074,-186.69269722
2025-03-21,generation,7-day mean,144,201.68897520,348.96980727,-191.60441786
2025-03-21,generation,Seasonal,144,207.57493913,367.94595145,-201.35989212
2025-03-21,generation,Low-Rank rank 1,144,2624.73471924,3390.22545965,-1187.01016174
2025-03-21,generation,Low-Rank rank 3,144,2731.02983100,3228.57337849,-585.71166758
2025-03-21,generation,Low-Rank rank 5,144,2783.93879188,3192.99186033,-331.96196945
2025-03-21,generation,Seasonal + Low-Rank,144,207.57493913,367.94595145,-201.35989212
2025-03-22,generation,Yesterday,144,206.53438333,379.69047550,187.68074583
2025-03-22,generation,Last Week,144,233.93216250,476.03527905,-177.28638194
2025-03-22,generation,7-day mean,144,106.26275833,188.70776123,22.74671329
2025-03-22,generation,Seasonal,144,137.16730444,245.36533804,23.44553833
2025-03-22,generation,Low-Rank rank 1,144,2423.43997736,3101.78827484,-1047.99998854
2025-03-22,generation,Low-Rank rank 3,144,2636.24253942,2922.24378698,97.46251411
2025-03-22,generation,Low-Rank rank 5,144,2595.01313786,2920.87377149,-86.31580115
2025-03-22,generation,Seasonal + Low-Rank,144,137.16730444,245.36533804,23.44553833
2025-03-23,generation,Yesterday,144,182.34146875,375.82524666,-121.43863958
2025-03-23,generation,Last Week,144,289.95536250,500.13464923,-180.75367083
2025-03-23,generation,7-day mean,144,174.83330466,320.92831714,-73.36530030
2025-03-23,generation,Seasonal,144,217.71949156,410.81410184,-148.13040365
2025-03-23,generation,Low-Rank rank 1,144,2558.97569642,3213.90382298,-1056.67178478
2025-03-23,generation,Low-Rank rank 3,144,2654.90490367,3069.09461197,-465.91174872
