date,variable,model,count,mae_kw,rmse_kw,bias_kw
2025-04-30,generation,Seasonal + Low-Rank,144,208.22190684,355.74080344,-43.39614212
2025-05-01,generation,Yesterday,144,259.18281944,449.89804573,3.03421528
2025-05-01,generation,Last Week,144,202.20672153,340.35363325,43.93616042
2025-05-01,generation,7-day mean,144,133.68339772,231.85838084,-27.68519315
2025-05-01,generation,Seasonal,144,225.86893941,373.82917932,21.44009059
2025-05-01,generation,Low-Rank rank 1,144,2888.96824863,3650.84488437,-1231.61967625
2025-05-01,generation,Low-Rank rank 3,144,3080.88727725,3437.61733512,-14.70123933
2025-05-01,generation,Low-Rank rank 5,144,3049.36427505,3440.87753766,-166.78788761
2025-05-01,generation,Seasonal + Low-Rank,144,225.86893941,373.82917932,21.44009059
2025-05-02,generation,Yesterday,144,377.03167361,677.16708904,370.10410278
2025-05-02,generation,Last Week,144,393.29087500,664.14885275,387.17737083
2025-05-02,generation,7-day mean,144,339.12304722,552.70918918,336.14231528
2025-05-02,generation,Seasonal,144,380.27647049,652.09582118,377.78707340
2025-05-02,generation,Low-Rank rank 1,144,2525.15564333,3059.54476258,-885.94857017
2025-05-02,generation,Low-Rank rank 3,144,2741.99386548,2954.14538032,371.28185254
2025-05-02,generation,Low-Rank rank 5,144,2697.86986712,2934.85892580,178.37442244
2025-05-02,generation,Seasonal + Low-Rank,144,380.27647049,652.09582118,377.78707340
2025-05-03,generation,Yesterday,144,234.76917431,403.83215340,-231.54045764
2025-05-03,generation,Last Week,144,291.23261389,576.26135438,250.12721250
2025-05-03,generation,7-day mean,144,118.91191260,212.32667784,49.29080466
2025-05-03,generation,Seasonal,144,127.54814990,223.46581497,-14.79000608
2025-05-03,generation,Low-Rank rank 1,144,3117.28990502,3339.61662570,945.23546893
2025-05-03,generation,Low-Rank rank 3,144,2819.14102868,3210.43567558,-361.88665922
2025-05-03,generation,Low-Rank rank 5,144,2859.46746514,3193.44586802,-120.11255073
2025-05-03,generation,Seasonal + Low-Rank,144,127.54814990,223.46581497,-14.79000608
2025-05-04,generation,Yesterday,144,202.38447639,347.05779425,-121.15580278
2025-05-04,generation,Last Week,144,305.14843403,515.76670466,-19.84856458
2025-05-04,generation,7-day mean,144,206.28273065,319.99728507,-107.59745704
2025-05-04,generation,Seasonal,144,239.01638566,379.30352882,-75.56754559
2025-05-04,generation,Low-Rank rank 1,144,2839.42437642,3508.65053279,-1281.35960249
2025-05-04,generation,Low-Rank rank 3,144,2970.22487935,3273.27740945,-181.01149330
2025-05-04,generation,Low-Rank rank 5,144,2956.56992416,3278.16461695,-260.60483744
2025-05-04,generation,Seasonal + Low-Rank,144,239.01638566,379.30352882,-75.56754559
2025-05-05,generation,Yesterday,144,267.04437778,442.42358186,141.63582639
2025-05-05,generation,Last Week,144,315.48961597,545.62378567,-192.53431597
2025-05-05,generation,7-day mean,144,206.97674821,327.82669927,36.87387857
2025-05-05,generation,Seasonal,144,206.18992309,382.38498142,-8.74073767
2025-05-05,generation,Low-Rank rank 1,144,2722.98912967,3408.02269897,-1118.55739425
2025-05-05,generation,Low-Rank rank 3,144,2918.83362769,3218.22694530,34.26275073
2025-05-05,generation,Low-Rank rank 5,144,2889.69182079,3218.97525080,-94.78269866
2025-05-05,generation,Seasonal + Low-Rank,144,206.18992309,382.38498142,-8.74073767
2025-05-06,generation,Yesterday,144,164.95621944,318.97800178,-108.78961111
2025-05-06,generation,Last Week,144,260.67640833,466.31896243,69.68488611
2025-05-06,generation,7-day mean,144,207.58591756,366.30955358,-44.41083026
2025-05-06,generation,Seasonal,144,158.59198194,291.11149218,-28.47608736
2025-05-06,generation,Low-Rank rank 1,144,3235.41636565,3485.07760302,951.01670078
2025-05-06,generation,Low-Rank rank 3,144,2922.71341687,3369.68791096,-417.07508313
2025-05-06,generation,Low-Rank rank 5,144,2966.31666706,3348.37633793,-166.97806196
2025-05-06,generation,Seasonal + Low-Rank,144,158.59198194,291.11149218,-28.47608736
2025-05-07,generation,Yesterday,144,186.36441389,320.51309393,85.61411111
2025-05-07,generation,Last Week,144,256.26362153,417.01670643,138.90238403
2025-05-07,generation,7-day mean,144,101.06620585,191.30824051,31.24829712
2025-05-07,generation,Seasonal,144,145.56798247,253.24862512,109.59383392
2025-05-07,generation,Low-Rank rank 1,144,3180.49823090,3407.06827706,1048.77623391
2025-05-07,generation,Low-Rank rank 3,144,2853.52441271,3247.47775121,-348.44364789
2025-05-07,generation,Low-Rank rank 5,144,2899.08521747,3231.36556374,-101.52941562
2025-05-07,generation,Seasonal + Low-Rank,144,145.56798247,253.24862512,109.59383392
2025-05-08,generation,Yesterday,144,187.24421597,338.89855181,61.39183681
2025-05-08,generation,Last Week,144,335.04819583,568.72241582,197.26000556
2025-05-08,generation,7-day mean,144,185.20701835,311.37319657,72.79693621
2025-05-08,generation,Seasonal,144,250.08816997,428.63113592,122.53251274
2025-05-08,generation,Low-Rank rank 1,144,2658.90967489,3235.67513781,-1100.95125427
2025-05-08,generation,Low-Rank rank 3,144,2808.34154384,3045.56406514,103.53082579
2025-05-08,generation,Low-Rank rank 5,144,2774.12676767,3044.23090288,-96.81032472
2025-05-08,generation,Seasonal + Low-Rank,144,250.08816997,428.63113592,122.53251274
2025-05-09,generation,Yesterday,144,190.62079375,343.65023669,-47.31144236
2025-05-09,generation,Last Week,144,253.68956597,444.73668919,-220.15553958
2025-05-09,generation,7-day mean,144,119.83899921,225.22414438,-2.69450694
2025-05-09,generation,Seasonal,144,187.17290653,363.79384923,-125.09128611
2025-05-09,generation,Low-Rank rank 1,144,2730.78976518,3339.93997826,-991.75089912
2025-05-09,generation,Low-Rank rank 3,144,2870.13500594,3189.64515379,-63.53907606
2025-05-09,generation,Low-Rank rank 5,144,2853.34150024,3192.13426108,-147.97791708
2025-05-09,generation,Seasonal + Low-Rank,144,187.17290653,363.79384923,-125.09128611
2025-05-10,generation,Yesterday,144,196.32678750,378.48509974,134.47907639
2025-05-10,generation,Last Week,144,227.69108611,415.51259613,145.86399444
2025-05-10,generation,7-day mean,144,205.10610466,361.54430132,163.23536081
2025-05-10,generation,Seasonal,144,191.02100035,359.05271413,139.60228951
2025-05-10,generation,Low-Rank rank 1,144,2964.00362744,3196.40968617,1131.73885580
2025-05-10,generation,Low-Rank rank 3,144,2648.83106104,2986.05191850,-210.01275667
2025-05-10,generation,Low-Rank rank 5,144,2685.84048239,2979.28938037,16.57586362
2025-05-10,generation,Seasonal + Low-Rank,144,191.02100035,359.05271413,139.60228951
2025-05-11,generation,Yesterday,144,202.24064306,353.02362247,-113.83623194
2025-05-11,generation,Last Week,144,274.74895556,500.06072689,153.18356528
2025-05-11,generation,7-day mean,144,165.77106458,268.26969860,28.56141538
2025-05-11,generation,Seasonal,144,176.59115181,320.92886836,6.32267681
2025-05-11,generation,Low-Rank rank 1,144,2995.90265748,3216.14157761,946.19339597
2025-05-11,generation,Low-Rank rank 3,144,2743.00379373,3081.16328202,-334.22599669
2025-05-11,generation,Low-Rank rank 5,144,2775.81266133,3065.97795756,-117.31527707
2025-05-11,generation,Seasonal + Low-Rank,144,176.59115181,320.92886836,6.32267681
2025-05-12,generation,Yesterday,144,318.18060764,545.53641760,-135.76654375
2025-05-12,generation,Last Week,144,317.56569236,552.95253354,-124.21880486
2025-05-12,generation,7-day mean,144,290.72862937,495.54483791,-129.08849484
2025-05-12,generation,Seasonal,144,294.59023639,507.37706384,-130.57006125
2025-05-12,generation,Low-Rank rank 1,144,2807.01762565,3450.61584112,-1252.86406293
2025-05-12,generation,Low-Rank rank 3,144,2943.73134367,3222.21560198,-121.12864538
2025-05-12,generation,Low-Rank rank 5,144,2912.47964711,3233.28736054,-311.01937297
2025-05-12,generation,Seasonal + Low-Rank,144,294.59023639,507.37706384,-130.57006125
2025-05-13,generation,Yesterday,144,231.62551597,398.82879109,57.37456458
2025-05-13,generation,Last Week,144,234.43131389,393.74389673,41.94537083
2025-05-13,generation,7-day mean,144,93.02661627,157.21202884,-53.96838671
2025-05-13,generation,Seasonal,144,132.74621212,238.04724516,50.43142740
2025-05-13,generation,Low-Rank rank 1,144,2735.74657476,3390.32299949,-1255.55176219
2025-05-13,generation,Low-Rank rank 3,144,2858.24669085,3150.43110056,-89.34854898
2025-05-13,generation,Low-Rank rank 5,144,2837.93399187,3156.03482930,-217.81860952
2025-05-13,generation,Seasonal + Low-Rank,144,132.74621212,238.04724516,50.43142740
2025-05-14,generation,Yesterday,144,141.15317569,237.55856176,-18.22656875
2025-05-14,generation,Last Week,144,196.30646458,326.82441749,-61.89530903
2025-05-14,generation,7-day mean,144,128.95639216,239.19020502,-78.18715129
2025-05-14,generation,Seasonal,144,138.69374444,246.12605254,-37.87750188
2025-05-14,generation,Low-Rank rank 1,144,2772.79271736,3416.53619001,-1214.03655870
2025-05-14,generation,Low-Rank rank 3,144,2863.76072929,3222.97915791,-442.49640399
2025-05-14,generation,Low-Rank rank 5,144,2898.78025343,3200.83256111,-222.05967092
2025-05-14,generation,Seasonal + Low-Rank,144,138.69374444,246.12605254,-37.87750188
2025-05-15,generation,Yesterday,144,175.31613958,330.88081006,31.02520625
2025-05-15,generation,Last Week,144,186.72712847,334.87477744,-92.26193958
2025-05-15,generation,7-day mean,144,144.48050645,263.72023765,-38.31975804
2025-05-15,generation,Seasonal,144,158.19365993,288.16009440,-24.45400938
2025-05-15,generation,Low-Rank rank 1,144,2733.98243822,3418.14912920,-1172.08550257
2025-05-15,generation,Low-Rank rank 3,144,2822.99180953,3235.29049925,-394.13953211
2025-05-15,generation,Low-Rank rank 5,144,2861.36005920,3216.89686863,-174.05340386
2025-05-15,generation,Seasonal + Low-Rank,144,158.19365993,288.16009440,-24.45400938
2025-05-16,generation,Yesterday,144,226.01200764,363.98586567,-213.85777847
2025-05-16,generation,Last Week,144,307.47556597,482.02073843,-258.80827569
2025-05-16,generation,7-day mean,144,243.93733065,406.16763323,-238.99725942
2025-05-16,generation,Seasonal,144,256.18162938,392.75464022,-234.08550222
2025-05-16,generation,Low-Rank rank 1,144,2933.81298240,3682.29318681,-1403.64635633
2025-05-16,generation,Low-Rank rank 3,144,3059.43552049,3414.64912262,-234.46997833
2025-05-16,generation,Low-Rank rank 5,144,3033.04966190,3429.55117204,-405.04996054
2025-05-16,generation,Seasonal + Low-Rank,144,256.18162938,392.75464022,-234.08550222
2025-05-17,generation,Yesterday,144,321.89262500,591.76169034,297.50445278
2025-05-17,generation,Last Week,144,247.75960208,441.82922121,-95.78289931
2025-05-17,generation,7-day mean,144,190.22061964,351.83925726,95.47980417
2025-05-17,generation,Seasonal,144,228.58632649,429.45272693,120.52514434
2025-05-17,generation,Low-Rank rank 1,144,2642.76986702,3203.41793936,-1113.12273954
2025-05-17,generation,Low-Rank rank 3,144,2790.59934596,3009.82523497,108.39840322
2025-05-17,generation,Low-Rank rank 5,144,2764.63380139,3006.91440971,-50.05033704
2025-05-17,generation,Seasonal + Low-Rank,144,228.58632649,429.45272693,120.52514434
2025-05-18,generation,Yesterday,144,268.31667292,434.21588894,-91.04739792
2025-05-18,generation,Last Week,144,234.93708333,431.55783329,-72.99406528
2025-05-18,generation,7-day mean,144,161.84749663,303.32519842,18.11567758
2025-05-18,generation,Seasonal,144,237.67544580,402.20631705,-82.92339823
2025-05-18,generation,Low-Rank rank 1,144,2743.27171564,3311.64001934,-1093.31895165
2025-05-18,generation,Low-Rank rank 3,144,2869.83949952,3126.35331540,-28.62965191
2025-05-18,generation,Low-Rank rank 5,144,2846.77890676,3130.33879556,-172.73874424
2025-05-18,generation,Seasonal + Low-Rank,144,237.67544580,402.20631705,-82.92339823
2025-05-19,generation,Yesterday,144,310.96567500,643.02844535,-231.09593889
2025-05-19,generation,Last Week,144,337.49016181,636.26499778,-168.32346042
2025-05-19,generation,7-day mean,144,241.52595139,477.67983731,-202.55253770
2025-05-19,generation,Seasonal,144,290.25361483,615.44735987,-202.84832358
2025-05-19,generation,Low-Rank rank 1,144,3297.83041543,3552.15694983,766.23856307
2025-05-19,generation,Low-Rank rank 3,144,3047.52367172,3500.99472711,-540.70276670
2025-05-19,generation,Low-Rank rank 5,144,3080.04257204,3474.25738419,-318.86418764
2025-05-19,generation,Seasonal + Low-Rank,144,290.25361483,615.44735987,-202.84832358
2025-05-20,generation,Yesterday,144,341.77774444,686.16297963,276.95785556
2025-05-20,generation,Last Week,144,178.34969444,351.22405100,51.25983056
2025-05-20,generation,7-day mean,144,162.41273760,313.97194961,98.45152649
2025-05-20,generation,Seasonal,144,258.18003819,509.05122888,175.39374431
2025-05-20,generation,Low-Rank rank 1,144,2684.93104310,3258.66219109,-1120.38041650
2025-05-20,generation,Low-Rank rank 3,144,2764.70777997,3072.42762244,-273.88229788
2025-05-20,generation,Low-Rank rank 5,144,2797.87718021,3061.64312135,-41.96993490
2025-05-20,generation,Seasonal + Low-Rank,144,258.18003819,509.05122888,175.39374431
2025-05-21,generation,Yesterday,144,290.35928611,564.46129344,-125.42721250
2025-05-21,generation,Last Week,144,265.81695764,441.65001210,-55.94081319
2025-05-21,generation,7-day mean,144,221.68608958,385.08368826,-34.29851895
2025-05-21,generation,Seasonal,144,274.48484156,483.33148558,-94.15833281
2025-05-21,generation,Low-Rank rank 1,144,2812.80056830,3459.55681178,-1164.84253249
2025-05-21,generation,Low-Rank rank 3,144,2940.85556383,3261.07792922,-63.40138984
2025-05-21,generation,Low-Rank rank 5,144,2920.62132951,3265.48210151,-197.04061714
2025-05-21,generation,Seasonal + Low-Rank,144,274.48484156,483.33148558,-94.15833281
2025-05-22,generation,Yesterday,144,165.01836667,291.09546901,0.30778333
2025-05-22,generation,Last Week,144,163.77512222,270.48486523,-86.65823611
2025-05-22,generation,7-day mean,144,95.62563333,178.98508946,-25.99919087
2025-05-22,generation,Seasonal,144,115.47381389,202.80391499,-38.82692542
2025-05-22,generation,Low-Rank rank 1,144,2804.59667548,3458.23283408,-1205.06877788
2025-05-22,generation,Low-Rank rank 3,144,2881.31136951,3270.35879286,-430.31463178
2025-05-22,generation,Low-Rank rank 5,144,2912.69798383,3250.69751734,-224.58938680
2025-05-22,generation,Seasonal + Low-Rank,144,115.47381389,202.80391499,-38.82692542
2025-05-23,generation,Yesterday,144,124.67400694,252.47497661,14.60890417
2025-05-23,generation,Last Week,144,171.50261597,318.45828315,141.80844653
2025-05-23,generation,7-day mean,144,110.13669425,195.50958291,0.98946131
2025-05-23,generation,Seasonal,144,121.25535747,226.58852797,71.84869823
2025-05-23,generation,Low-Rank rank 1,144,2782.96855768,3427.39057984,-1196.15710196
2025-05-23,generation,Low-Rank rank 3,144,2888.81136819,3220.64589009,-203.72491400
2025-05-23,generation,Low-Rank rank 5,144,2893.37053840,3219.17578886,-175.10721792
2025-05-23,generation,Seasonal + Low-Rank,144,121.25535747,226.58852797,71.84869823
2025-05-24,generation,Yesterday,144,209.97685000,357.09985730,-99.03670556
2025-05-24,generation,Last Week,144,329.47009097,600.41827764,-254.73271181
2025-05-24,generation,7-day mean,144,201.43875685,344.23485232,-118.30559375
2025-05-24,generation,Seasonal,144,253.91442753,438.58665840,-169.09990837
2025-05-24,generation,Low-Rank rank 1,144,2881.83058746,3579.64781150,-1274.96285762
2025-05-24,generation,Low-Rank rank 3,144,2994.63955868,3348.05780676,-131.36766412
2025-05-24,generation,Low-Rank rank 5,144,2973.32850786,3356.50291284,-280.41745941
2025-05-24,generation,Seasonal + Low-Rank,144,253.91442753,438.58665840,-169.09990837
2025-05-25,generation,Yesterday,144,180.62322847,311.43489884,-34.81462431
2025-05-25,generation,Last Week,144,280.31878264,518.89265578,-198.49993819
2025-05-25,generation,7-day mean,144,141.34951181,255.15712627,-116.72983065
2025-05-25,generation,Seasonal,144,179.32260097,330.49567586,-108.47301556
2025-05-25,generation,Low-Rank rank 1,144,2914.44224780,3616.38131513,-1308.26054710
2025-05-25,generation,Low-Rank rank 3,144,3050.34078162,3375.51640758,-113.24583495
2025-05-25,generation,Low-Rank rank 5,144,3024.79770407,3383.31104982,-267.77841802
2025-05-25,generation,Seasonal + Low-Rank,144,179.32260097,330.49567586,-108.47301556
2025-05-26,generation,Yesterday,144,305.73419722,562.67484735,289.44712500
2025-05-26,generation,Last Week,144,343.40557708,641.98322884,322.04312569
2025-05-26,generation,7-day mean,144,236.90937063,446.36740255,201.07442837
2025-05-26,generation,Seasonal,144,315.03409955,580.42875726,304.11532531
2025-05-26,generation,Low-Rank rank 1,144,2624.64101105,3185.06210503,-1039.85678058
2025-05-26,generation,Low-Rank rank 3,144,2787.71158495,3015.60827844,200.15409308
2025-05-26,generation,Low-Rank rank 5,144,2754.01738117,3008.45620429,27.77046458
2025-05-26,generation,Seasonal + Low-Rank,144,315.03409955,580.42875726,304.11532531
2025-05-27,generation,Yesterday,144,254.09887361,480.19523576,-242.84681806
2025-05-27,generation,Last Week,144,257.19476042,486.49490801,-197.76154792
2025-05-27,generation,7-day mean,144,141.29756042,249.98904661,-87.77855050
2025-05-27,generation,Seasonal,144,231.22187865,437.10705222,-222.55844649
2025-05-27,generation,Low-Rank rank 1,144,3158.44691423,3407.42102848,828.67983745
2025-05-27,generation,Low-Rank rank 3,144,2924.39930108,3322.51896279,-435.24749585
2025-05-27,generation,Low-Rank rank 5,144,2944.25441045,3306.68596206,-283.72038445
2025-05-27,generation,Seasonal + Low-Rank,144,231.22187865,437.10705222,-222.55844649
2025-05-28,generation,Yesterday,144,283.33359722,510.67576338,125.35153889
2025-05-28,generation,Last Week,144,242.29414792,447.93902583,53.01720347
2025-05-28,generation,7-day mean,144,244.11559782,412.37411150,65.82463810
2025-05-28,generation,Seasonal,144,254.54855358,449.87524729,92.80108795
2025-05-28,generation,Low-Rank rank 1,144,2761.41134994,3368.47080307,-1103.35071489
2025-05-28,generation,Low-Rank rank 3,144,2873.14465907,3187.23308258,-212.96354464
2025-05-28,generation,Low-Rank rank 5,144,2895.02117992,3181.47658340,-85.64914946
2025-05-28,generation,Seasonal + Low-Rank,144,254.54855358,449.87524729,92.80108795
2025-05-29,generation,Yesterday,144,157.40308681,280.57060844,54.95134792
2025-05-29,generation,Last Week,144,211.00999167,374.16565698,107.66076806
2025-05-29,generation,7-day mean,144,173.88290813,320.96144855,113.20209980
2025-05-29,generation,Seasonal,144,139.49000281,253.28785959,78.67058698
2025-05-29,generation,Low-Rank rank 1,144,3088.01952542,3314.42823599,1097.72962913
2025-05-29,generation,Low-Rank rank 3,144,2782.91546369,3127.22400670,-236.07354658
2025-05-29,generation,Low-Rank rank 5,144,2817.69194107,3118.72522328,-22.20062505
2025-05-29,generation,Seasonal + Low-Rank,144,139.49000281,253.28785959,78.67058698
2025-05-30,generation,Yesterday,144,260.48296597,494.90815772,-70.28335208
2025-05-30,generation,Last Week,144,194.63041181,341.75954101,22.76851181
2025-05-30,generation,7-day mean,144,187.98150446,338.35584457,27.53863800
2025-05-30,generation,Seasonal,144,179.47232361,354.61937945,-28.41001333
2025-05-30,generation,Low-Rank rank 1,144,3173.69564302,3432.65797503,994.58469427
2025-05-30,generation,Low-Rank rank 3,144,2871.29584719,3287.90465967,-323.43828975
2025-05-30,generation,Low-Rank rank 5,144,2904.77849751,3275.46114239,-127.18928917
2025-05-30,generation,Seasonal + Low-Rank,144,179.47232361,354.61937945,-28.41001333
2025-05-31,generation,Yesterday,144,223.78899653,393.67006640,67.78500764
2025-05-31,generation,Last Week,144,204.23207083,370.33329595,189.59022500
2025-05-31,generation,7-day mean,144,166.23703562,308.21699605,92.07100109
2025-05-31,generation,Seasonal,144,184.76403788,334.93231053,122.59735545
2025-05-31,generation,Low-Rank rank 1,144,2680.10012987,3299.45935627,-1103.51157583
2025-05-31,generation,Low-Rank rank 3,144,2824.68597176,3110.99497874,93.28945970
2025-05-31,generation,Low-Rank rank 5,144,2791.13097448,3110.36970364,-101.96078283
2025-05-31,generation,Seasonal + Low-Rank,144,184.76403788,334.93231053,122.59735545
2025-06-01,generation,Yesterday,144,433.10490139,812.24432726,390.22572083
2025-06-01,generation,Last Week,144,618.32324931,1074.03040613,614.63057014
2025-06-01,generation,7-day mean,144,460.02775605,828.65733855,455.21240407
2025-06-01,generation,Seasonal,144,495.86296122,909.09207613,491.20790302
2025-06-01,generation,Low-Rank rank 1,144,2695.70581720,2929.81023762,1363.64864669
2025-06-01,generation,Low-Rank rank 3,144,2402.57124233,2582.34600069,86.83848901
2025-06-01,generation,Low-Rank rank 5,144,2440.79837247,2598.99651444,299.70690350
2025-06-01,generation,Seasonal + Low-Rank,144,495.86296122,909.09207613,491.20790302
2025-06-02,generation,Yesterday,144,353.25973611,694.05777273,-100.66649167
2025-06-02,generation,Last Week,144,376.07367153,623.60489935,224.51695347
2025-06-02,generation,7-day mean,144,353.16795813,573.16913100,266.74154524
2025-06-02,generation,Seasonal,144,335.37205441,588.50398283,45.66605865
2025-06-02,generation,Low-Rank rank 1,144,2440.96755638,2958.98021558,-709.52229790
2025-06-02,generation,Low-Rank rank 3,144,2591.56277868,2883.53027863,214.01125185
2025-06-02,generation,Low-Rank rank 5,144,2478.97844841,2901.71258601,-405.81197574
2025-06-02,generation,Seasonal + Low-Rank,144,335.37205441,588.50398283,45.66605865
2025-06-03,generation,Yesterday,144,269.45571528,493.62994214,-18.53100833
2025-06-03,generation,Last Week,144,451.00079236,714.09952534,448.83276319
2025-06-03,generation,7-day mean,144,225.38455506,379.28780308,216.13668641
2025-06-03,generation,Seasonal,144,259.46693670,471.23111515,191.78268885
2025-06-03,generation,Low-Rank rank 1,144,2442.93531791,2962.10524994,-871.48004959
2025-06-03,generation,Low-Rank rank 3,144,2587.02451561,2836.44408505,204.80592908
2025-06-03,generation,Low-Rank rank 5,144,2495.30977577,2852.20417394,-363.38288519
2025-06-03,generation,Seasonal + Low-Rank,144,259.46693670,471.23111515,191.78268885
2025-06-04,generation,Yesterday,144,202.15226667,418.14621474,41.24545694
2025-06-04,generation,Last Week,144,384.72347708,749.56740895,364.72668125
2025-06-04,generation,7-day mean,144,201.52391250,435.01046681,193.26317718
2025-06-04,generation,Seasonal,144,236.07327135,509.71572257,186.81200788
2025-06-04,generation,Low-Rank rank 1,144,2384.72157423,2851.88217387,-854.52692212
2025-06-04,generation,Low-Rank rank 3,144,2526.68937198,2729.67611165,203.36017538
2025-06-04,generation,Low-Rank rank 5,144,2446.42500087,2734.30412843,-268.82493438
2025-06-04,generation,Seasonal + Low-Rank,144,236.07327135,509.71572257,186.81200788
2025-06-05,generation,Yesterday,144,193.26098403,345.88823274,66.16583819
2025-06-05,generation,Last Week,144,379.13650486,671.64334648,375.94117153
2025-06-05,generation,7-day mean,144,224.36372679,384.17033328,207.32520377
2025-06-05,generation,Seasonal,144,218.23771035,399.87520980,205.56473819
2025-06-05,generation,Low-Rank rank 1,144,2321.98304623,2820.91814849,-824.90963092
2025-06-05,generation,Low-Rank rank 3,144,2455.17185024,2703.71423550,181.86087345
2025-06-05,generation,Low-Rank rank 5,144,2406.55080401,2699.41678932,-102.01592128
2025-06-05,generation,Seasonal + Low-Rank,144,218.23771035,399.87520980,205.56473819
2025-06-06,generation,Yesterday,144,261.13210347,443.71896984,225.59096042
2025-06-06,generation,Last Week,144,672.28945347,1115.34907086,671.81548403
2025-06-06,generation,7-day mean,144,379.25908155,615.59290347,379.21028254
2025-06-06,generation,Seasonal,144,427.05215146,715.15851123,426.39199604
2025-06-06,generation,Low-Rank rank 1,144,2541.66739962,2746.94504804,1236.43276642
2025-06-06,generation,Low-Rank rank 3,144,2201.39292731,2437.79408223,41.06261957
2025-06-06,generation,Low-Rank rank 5,144,2234.04049025,2447.76001663,192.64031833
2025-06-06,generation,Seasonal + Low-Rank,144,427.05215146,715.15851123,426.39199604
2025-06-07,generation,Yesterday,144,202.29085764,344.04186239,-5.74279097
2025-06-07,generation,Last Week,144,598.28768542,979.47399145,598.28768542
2025-06-07,generation,7-day mean,144,280.02280496,492.78890190,277.49385099
2025-06-07,generation,Seasonal,144,285.94578597,517.43317808,266.07092340
2025-06-07,generation,Low-Rank rank 1,144,2103.49097591,2480.81903137,-684.09544976
2025-06-07,generation,Low-Rank rank 3,144,2216.98916778,2396.12607891,244.02106675
2025-06-07,generation,Low-Rank rank 5,144,2170.19287024,2383.91943692,-51.59664221
2025-06-07,generation,Seasonal + Low-Rank,144,285.94578597,517.43317808,266.07092340
2025-06-08,generation,Yesterday,144,477.50115556,838.31087688,-460.49070000
2025-06-08,generation,Last Week,144,353.90082569,665.72519815,-252.42873542
2025-06-08,generation,7-day mean,144,288.32016716,515.41364098,-268.46651835
2025-06-08,generation,Seasonal,144,399.36019337,734.02140076,-366.86281594
2025-06-08,generation,Low-Rank rank 1,144,2560.73409551,3176.56947426,-1151.57592668
2025-06-08,generation,Low-Rank rank 3,144,2654.94277712,2977.58847297,-289.96273701
2025-06-08,generation,Low-Rank rank 5,144,2588.95210583,3070.07232106,-809.50850953
2025-06-08,generation,Seasonal + Low-Rank,144,399.36019337,734.02140076,-366.86281594
2025-06-09,generation,Yesterday,144,277.53939722,471.07878983,243.56450556
2025-06-09,generation,Last Week,144,204.03704514,425.59970992,91.80226181
2025-06-09,generation,7-day mean,144,147.35522639,253.08762382,11.15923512
2025-06-09,generation,Seasonal,144,209.06631677,389.53859860,175.27149587
2025-06-09,generation,Low-Rank rank 1,144,2320.95342849,2930.86247127,-1060.92951372
2025-06-09,generation,Low-Rank rank 3,144,2420.84041064,2743.19314907,-244.21257422
2025-06-09,generation,Low-Rank rank 5,144,2475.71265595,2734.91305807,38.72989482
2025-06-09,generation,Seasonal + Low-Rank,144,209.06631677,389.53859860,175.27149587
2025-06-10,generation,Yesterday,144,188.52542083,329.24097587,60.01782083
2025-06-10,generation,Last Week,144,283.38136042,477.56706158,170.35109097
2025-06-10,generation,7-day mean,144,149.36188046,250.88331465,58.06244712
2025-06-10,generation,Seasonal,144,206.62987128,348.09254296,109.66779240
2025-06-10,generation,Low-Rank rank 1,144,2251.53675703,2778.36048005,-943.17149279
2025-06-10,generation,Low-Rank rank 3,144,2375.84271871,2616.65434231,51.45778862
2025-06-10,generation,Low-Rank rank 5,144,2391.14218238,2620.52288350,129.52804116
2025-06-10,generation,Seasonal + Low-Rank,144,206.62987128,348.09254296,109.66779240
2025-06-11,generation,Yesterday,144,230.27138264,439.42594857,151.82568958
2025-06-11,generation,Last Week,144,299.52158611,517.21754381,280.93132361
2025-06-11,generation,7-day mean,144,205.50162609,396.97502270,185.55226657
2025-06-11,generation,Seasonal,144,241.87680747,441.97927960,209.92322490
2025-06-11,generation,Low-Rank rank 1,144,2106.33939887,2564.72787011,-781.73101370
2025-06-11,generation,Low-Rank rank 3,144,2181.79730427,2445.18834460,-128.36642067
2025-06-11,generation,Low-Rank rank 5,144,2230.81630484,2446.92178017,141.28550097
2025-06-11,generation,Seasonal + Low-Rank,144,241.87680747,441.97927960,209.92322490
2025-06-12,generation,Yesterday,144,198.98248681,389.51543715,-129.88293958
2025-06-12,generation,Last Week,144,158.77988472,285.64202495,84.88254583
2025-06-12,generation,7-day mean,144,101.21851528,179.72354462,15.53628075
2025-06-12,generation,Seasonal,144,136.11643469,248.72258924,-33.23847115
2025-06-12,generation,Low-Rank rank 1,144,2238.44256042,2734.18219113,-888.93889394
2025-06-12,generation,Low-Rank rank 3,144,2296.74104313,2603.81947515,-296.29183009
2025-06-12,generation,Low-Rank rank 5,144,2294.79648886,2605.34116777,-310.52012372
2025-06-12,generation,Seasonal + Low-Rank,144,136.11643469,248.72258924,-33.23847115
2025-06-13,generation,Yesterday,144,243.35000764,413.95626544,71.88103542
2025-06-13,generation,Last Week,144,246.27481111,422.02142428,-68.82737917
2025-06-13,generation,7-day mean,144,194.75943065,341.66584018,75.29123819
2025-06-13,generation,Seasonal,144,231.58059795,391.19080674,8.56224885
